"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"Mexico","273","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1317000000","1774000000","1672000000","1859000000","1836000000","2273000000","2217000000","2346000000","2408000000","2643000000","3100000000","3263000000","3435000000","3617000000","3807000000","4008000000","4219000000","4442000000","4676000000","4922000000","5182000000","5455000000","4590000000","5014000000","4633000000","5239000000","5469000000","4987000000","5018000000","4863000000","4668000000","4218000000","3206000000","3782000000","4151000000","4540000000","5346000000","6800000000","7281000000","7785000000","8249000000","9232000000","10681000000","13035000000","18801000000","20566000000","27930000000","31023000000","33101000000","34300000000","42163000000","54375000000","60993000000","60664000000","73936000000","90053000000","102920000000","118206000000","131377000000","140772000000","159703000000","173236000000","186781000000","207952000000","245501000000","267420000000","297196000000","325025000000","359858000000","397796000000","444271000000","490011000000","564727000000","690891000000","899707000000","1100050000000","1370968000000","1849263000000","2337398000000","3067526000000","4276490000000","5874386000000","11877950000","21395325000","35272300000","57213125000","93907675000","231969975000","470944450000","621707925000","838258325000","1078268250000","1282181175000","1570146575000","1779753525000","2206943450000","3020033025000","3805271975000","4586365675000","5539866325000","6464301700000","6770398475000","7160498650000","7695623600000","8693240025000","9441350150000","10538114525000","11403263300000","12256863475000","12093889950000","13282061050000","14550013925000","15626906625000","16116420100000","17161370700000","18314080371283.8","19663360697484","20919068494232.2","22269100417277.4","23794017777984.7","25505401734642.7",
"Moldova","921","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26000000","191900000","1821000000","4737000000","6479715000","7797562000","8916975000","9122113000","12321554000","16344658000","19051531000","22555858000","27618918000","32031777000","37651869000","44754367000","53429571000","62921545000","60429803000","71885474000","82348703050","88227752581.5693","100510471000","111757391683.958","119491003188.488","130379620854.039","143691380143.236","158387416047.386","175429902014.084","194306159470.8",
"India","534","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"87000000000","90000000000","96000000000","100000000000","98000000000","104000000000","97000000000","103000000000","118000000000","120000000000","134000000000","140000000000","150000000000","160000000000","185000000000","212000000000","248000000000","261000000000","296000000000","346000000000","367000000000","404000000000","432000000000","463000000000","510000000000","620000000000","732000000000","788000000000","849000000000","961000000000","1042000000000","1144000000000","1360000000000","1598000000000","1781000000000","2290213509000","2566108584000","2895239407000","3239491037000","3682107008000","4368927004000","5019281903000","5862123944000","6738745017000","7745449742000","8913546464000","10455904870000","12267248990000","14192767700000","15723935920000","18033776670000","20231295840000","21774127240000","23558452190000","25363265870000","28415025570000","32422104150499.1","36933687922759.1","42947059266884.7","49870895676753.8","56300600000000","64778300000000","77841200000000","88320100000000","99885400000000","113450600000000","125412100000000","141122608041277","160511961836620","181525635902396","205098921813971","231838801930022","262181826806144",
"Luxembourg","137","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1125488670.25144","1209556076.22321","1296029294.15045","1386645661.13989","1538742251.71362","1712643587.35195","1871869751.31193","2095661450.65782","2375268662.37017","2787719444.01406","3083500777.0655","3513185654.80853","3789876642.18095","4126031966.09392","4380827308.42229","4684801978.84733","5115680117.99616","5166857070.50851","5684132601.42587","6301973101.58084","6679133656.05489","7339820055.63885","7634623587.23083","8510673574.25638","9720297640.0012","10530345960.3226","11649153095.9151","12303437583.0083","13585986463.9361","14604751317.4704","15159391641.4386","15848121953.171","16474240418.3822","17471615024.8244","19952107745.7357","23200900000","23525700000","24767700000","25877300000","27660600000","29733500000","33409300000","36766000000","37647400000","36268200000","39525500000","42226500000","43561400000","46315300000","49428400000","52067442433.7903","54797176258.9794","57657287730.2358","60720812771.223","63994967535.3909","67499762312.722",
"Madagascar","674","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39605639648.4376","44779104614.2579","48418801879.8829","50226828002.9298","52884790039.0626","56266729736.3282","60680700683.5939","65334466552.7345","69959503173.8282","75411737060.547","77092102050.7814","80149212646.4845","99365447998.047","108915014648.438","109793432617.188","115871716308.594","120451135253.906","147308837890.625","170800000000","195362599731.2","246642193203.2","302304677068.8","338999993896.484","378639998245.239","440760008239.747","548639996337.892","687359992980.958","801059999847.413","920780018615.723","982719989013.672","1118620007324.22","1290180020141.6","1826240011596.68","2695734786481.21","3244890170815.51","3610027093812.29","4068348767190.84","4676786042691.73","5248416400000","5968616000000","6008370000000","6778630128849.74","8155573018518.34","10093833954531.5","11816688416916.6","13759733236098","16080899330457.3","16726271599637.6","18245130026872","20033884666573.6","21773586927845.4","23397022128863.9","25774535398780.2","28695000000000","32320937688725.4","35790000000000","39341000000000","43209000000000","47669000000000.1",
"Malawi","676","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150466559.812778","171080855.804527","181985361.544366","204365325.910639","222257075.471368","244352084.934981","262234953.403728","291528639.262295","360737290.351291","374376233.648663","399749722.059555","496133024.499577","604903870.732424","670417778.940353","728000037.542692","800700060.466815","831900051.857848","1005100000","1108100000","1245600000","1437000000","1707400000","1944900000","2197600000","2563900000","3417900000","4199200000","8183221179.78419","10711659823.2211","11244017455.4378","15808767393.7023","18177431972.0203","37036706567.6706","60552144234.4683","75942927090.6157","94325064100.4262","135772035000.014","180021853888.706","214233060531.274","268065523066.674","312677106925.968","378564071374.218","432929897726.07","543784717335.403","620421900000","747723000000","873982300000","1047335600000","1252750177430.6","1501732513980.34","2011120439861.08","2569690528741.75","3187055140003.79","3763415759515.15","4275759895994.57","4851250768088.73","5483204938713.82","6179877726198.15",
"Malaysia","548","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3550000000","5345000000","7520000000","6350000000","5780000000",,"4992000000","5060000000","5216000000","4896000000","5527000000","6837000000","6696000000","7143315827.83847","8057047694.28737","8405058257.37254","9012008571.3419","9865778056.18266","10860858636.6737","11709433177.2039","12072478464.0164","12912053217.9668","14045068658.6622","15856393622.5778","19579668569.3203","24893715941.8369","26222140443.3859","30006008904.0893","33886614171.4467","38006667135.2221","46571855914.1698","53477780783.0554","57796491788.3653","62778311932.9257","69786565580.5585","79803363041.6744","77716730706.1793","71822016499.0086","79878594049.9364","90995692574.368","103657461943.842","125979044068.366","145107000000","161813000000","184915000000","209900000000","238907000000","272476000000","302615000000","304169000000","322984000000","382731000000","378627000000","411522000000","449706000000","509071000000","561395000000","616344000000","687148000000","795184000000","736221000000","821435000000","911733000000","971251000000","1018821000000","1106580000000","1175135820428.47","1287585869660.6","1406306147406.71","1534234103591.7","1673507962502.35","1824603860461.46",
"Maldives","556","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63573682.5571751","71030460.2918283","79821392.2008724","90883796.675236","104380797.974373","114317688.721944","124643502.729216","135018526.615813","150098250.98459","162148039.296654","181194351.360509","226746001.300095","208591096.107858","275786773.295062","269860133.684658","322210051.747094","424845385.922608","472771371.236421","553729387.739957","624371078.184179","666185880.93965","795748436.248905","950811621.830517","1126465542.62636","1373236212.11632","1565362532.26866","1818310375.11919","2205647901.8195","2690673537.01344","3233038930.71824","3793336421.18579","4429013144.7519","5483785519.00695","6205201057.13281","7679122648.49961","8160784826.7264","8902791060.77515","9432978906.21136","10823540331.4683","11659061142.9021","13355562758.68","15388672312.382","14333523225.4249","18876136015.1322","22348786434.395","27107502090.1757","27729026423.4178","29855568652.0779","35931153128.8607","38942803088.9686","41569183549.6937","44425702225.5966","46675582715.1764","49709745210.5403","53635219706.8035","58031197923.355","62923130740.0521","68282151008.8024",
"Mali","678","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53832975674.3293","60360823392.0484","62015571497.4717","66124026989.7701","73650501442.8523","74440224745.5858","84846271371.0103","109802612897.572","126765275429.528","126301376183.597","172523679880.197","188318347887.754","197433504925.022","215220963244.494","265282350940.387","282397292681.223","335557539726.383","356026459063.992","378614612703.054","409804949281.38","465648921453.712","531859976010.415","551380874308.267","586916461799.167","590309313523.983","585808215807.428","644935146657.28","749121905310.231","784432277683.319","761371517582.415","812733940302.067","1197824035399.05","1405869578746.93","1473219011473.33","1608495944158.43","1722900984672.02","1809391467907.95","1890590000000","2212050000000","2222754000000","2453570000000","2632050000000","2893850000000","3201470000000","3424550000000","3912782317986.31","4232904829046.17","4666633015157.16","5037758534246.67","5327775429499.51","5489586057988.02","5969842557978.47","6458165924456.96","6972404085645.2","7493790348706.82","8023563454760.81","8571075367628.11","9194305280918.21",
"Thailand","578","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10300000000","15800000000","18500000000","22200000000","25600000000","28200000000","31300000000","34700000000","35700000000","40200000000","42700000000","43900000000","45300000000","47700000000","54000000000","59000000000","66109494294.4476","72313018970.0536","76482186865.2636","82681855012.6108","96469252541.8523","108464459989.741","119823432574.763","132457635854.762","140932824222.376","148155375291.576","162891727580.771","205813017026.76","269796745591.092","304374097047.442","344603409377.648","397509936715.094","475306730191.335","562580228226","662482000000","760400024414.063","841599975585.938","921000000000","988099975585.938","1056495971679.69","1133396972656.25","1299912963867.19","1559803955078.13","1857000000000","2263467000000","2583491000000","2935646000000","3263439000000","3689090000000","4217609000000","4638605000000","4710299000000","4701559000000","4789821000000","5069823000000","5345013000000","5769578000000","6317302000000","6954271000000","7614409000000","8400655000000","9076307000000","9706932000000","9654016000000","10802402000000","11300485000000","12354656000000","12910038000000","13148601000000","13421297783828","14060749292878","14856849701104.1","15669755127611.4","16513711927199.7","17378917713024.3",
"Timor-Leste, Dem. Rep. of","537","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"447166285.142024","496200552.82887","486169842.695682","506149781.798396","1106128220.05338","1850105960.38244","2684068920.60112","2905065585.06647","4433022166.97615","3318007590.39224","4069002835.75875","5788000000","6807000000","5596000000","4970096995.05596","4230741681.96564","3938895651.24134","3793002381.80187","3899668258.63284","3885333664.97237","3523504723.07113",
"Togo","742","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29037445678.3488","31711569766.9474","36432005089.0616","40545051076.8156","45401234078.7356","46869462187.1428","49141659523.6552","58127580813.92","62919081151.0501","71053814341.8953","79435383174.3362","78874816444.4909","92780302383.9196","108808165248.486","120900902411.595","156281467902.72","174983409267.668","197018354192.042","220719821286.343","235717394809.163","240321932354.619","267422050135.598","270640787011.243","303403103279.126","366950210442.795","374940430996.088","450424381375.133","473345904556.872","487085837109.869","498655744723.515","490638099435.189","400056911653.661","607970480840.601","721871207203.936","808616638803.241","939567247678.639","898805644920.696","939749033871.196","921475492308.547","976648451030.81","1027799853684.38","972749379805.838","1023327052880.39","1115676399836.62","1160000000000","1209411824758.23","1414860636237.77","1493525516560.7","1571486889041.14","1772342114307.6","1999109005267.31","2149202109382.78","2267945525926.18","2449251526024.39","2648483442157.32","2863921679276.16","3093860223061.89","3339095053642.89","3600245677788.3",
"Tonga","866","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49374456.1629134","64643681.6248117","71108050.7647766","80291745.6086422","88688267.8655126","96035221.7856373","112828266.299378","133819574.385264","152974141.547408","163732191.340103","177114139.981275","192726413.395977","225787730.473632","242580765.212535","260554580.825315","268186259.980375","270820400.923628","287793350.937655","278306768.606896","295399154.009978","322090995.462397","343354303.542029","376342636.117815","421506905.015223","455234425.856037","484258233.813791","543078003.89053","587010266.127888","625546209.461602","657094248.060002","679280653.629232","733880611.038166","774561670.14404","777027101.482592","785024564.549744","814484709.837542","844114354.282098","878151106.29088","913594023.447307","961092928.265473","1020115299.18029","1060715105.08658",
"Trinidad and Tobago","369","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1443050571.88212","1536152050.71478","1606471041.47039","1839986517.01897","1982038667.54073","2225149026.64666","2283870353.6281","2495094435.94018","2639430528.77175","2985648272.66385","3531271115.34209","4467029196.60831","5356593593.72276","6382740987.47105","8029160789.2598","8394478173.33978","11045900000","14965900000","16781400000","19536700000","18633300000","18616900000","18071200000","17259700000","17271900000","17284700000","18372900000","21539300000","22113700000","22602600000","24515300000","29311700000","31697100000","34586600000","35870700000","38065000000","42889100000","51370700000","55007200000","56290000000","71169000000","83652453000","100681986633","115951081083.161","136952500000","175287200000","121281200000","134125300000","156449900000","158045000000","175608600000","185057139370.841","177328364289.456","181513459205.488","192416084646.057","204486236827.016","217239780400.617","231450796788.084",
"Hong Kong SAR","532","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.24871723658241","3.50956572679483","1.59150898128306","1.51866169456828","1.41630521377357","1.16073946753655","1.0570914175081","0.863842088494912","0.678019219584811","0.633327553632992","0.58156666304803","0.552266772832795","0.52603031804962","0.0665001208085528","0.0628566004145063","0.0599864430033837","0.0572619520094425","0.0545550270696917",,,
"Hungary","944","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.8590466427473","22.5066045066045","24.6192893401015","24.0573552841211","36.8142857142857","37.3249113475177","36.3238610735228","36.9849246231156","35.4346504559271","30.2234220815491","27.7977044476327","32.7583291053611","44.8982601002654","50.3260146373919","53.126022913257","56.579634464752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"87.3018","84.9011","85.5903","96.4301","104.648","112.755","101.824","101.329","117.244","127.635","119.576",,,"81.55743587084","69.5645232355634","61.0057054664312","59.1107723359184","60.0059608076309","54.8385379793142","51.7906733506713","54.918107859876","57.6813456692907","58.7298794972941","60.822751026586","64.922813239415","65.8448674867538","71.8771155453445","78.1213564788783","80.8978205694865","81.0441207613346","78.5113594967214","77.346393730618","76.9679667354309","75.2657669724342","74.2001245211864","73.0926265382979","71.9592443640047","70.7268922998408","69.7221854395053",
"Iceland","176","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.5474396157229","14.6798352966015","11.460519969027","9.87057799110291","9.09878550541869","7.1570540784972","7.04934963104956","5.38998167729827","5.17804254126023","8.73050429268402","8.33423424308838","7.32921696120019","7.74572100324224","6.63836729436893",,,,,,,,"14.84011","11.775","12.72715","16.68419","17.1948211281365","18.6803962841657","19.8451973251166","20.9934060789979","25.5343936895447","23.0327280745906","29.7924943160406","31.5173782977325","33.2301678671891","32.7708295708219","30.4974944635863","27.9418711337352","31.2408840099379","35.9915949803899","35.2724782072423","37.3730803123412","45.1004709784378","51.9441908608016","54.4434853433378","57.6709289778344","54.8778642143608","51.8663270194097","43.6140788816775","39.1049264195818","37.5573665817214","42.8061847674649","39.6464099187174","38.4505581115715","33.0438136345586","24.5695559480102","29.3001683168068","27.3346451843727","67.5588798430909","82.868368980845","88.2654492732844","95.1263358516019","92.7033663946291","85.2831667020635","82.5416398769592","75.3225613316593","69.4769224014499","63.4937884718248","58.4225193667473","57.0377595398136","54.901537943524",
"Lesotho","666","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31106283.678826","34557515.1098871","38391665.1753295","42651202.6553293","47383342.0714467","57579341.1497414","72242789.34389","90036969.4975266","109745198.910452","130527643.285962","154847853.098696","186592636.213833","217556211.338772","255972834.214413","207821570.56784","277614012.812066","289616578.203722","320542096.450869","363936501.675928","376709670.27498","413252744.946664","468840339.436952","585402432.45447","701839579.169844","792913802.118289","1029523072.6842","1258368689.44049","1509892777.20451","1828248243.06369","2189845915.70497","2505874910.65264","2871396972.11981","3297312983.93011","3699349256.87313","4180772959.70917","4621520253.86691","5010842927.99234","5534669041.33558","6291761601.50766","7024841504.45461","7491764262.61663","8154950242.10215","8945192817.15155","10070324230.5219","11808966976.2552","13723355224.9074","14699096912.4436","16472868598.64","18430252363.5626","19782780000.0906","21975163682.6992","24071217433.8841","25908587134.8099","27804484577.6003","30617249333.6388","34031982712.9921","37006099397.6297","40211189119.2413",
"Djibouti","611","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.4623","55.3428","57.0528","59.7686","53.8826","54.4758","58.51047066403","58.1749000844462","58.1067512021331","63.7339784985935","66.3241572343323","65.3494720574793","60.3608074940381","58.3925929623857","56.6846845003916","59.3088692796031","57.6001678175867","50.5528908756014","45.1763746461953","43.3020527232024","42.2647287588545","43.1965551179342","52.4346403728719","61.3485174936647","61.4483593483912","58.3712814320185","53.6649880745408","48.3899772742463",
"Dominica","321","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.3826","20.0298","24.99","16.0416","17.7563","18.1523","38.0175","43.5656","43.1257","54.1287","60.3317","60.9759","58.737","51.365","54.035","56.5613069308545","58.7052224364828","55.3014051967492","55.4060102804773","56.9756034766751","59.2814591208617","54.664873275299","49.2754260403775","57.0896187600807","61.9780412605975","69.5530529487251","97.4902960972807","99.3603588321481","98.220072922686","85.8177470257686","84.935064681264","80.4467935618095","74.9001748490054","66.5273923105393","62.8104592987693","67.315941760334","68.5847448612658","74.174063623953","76.0414634002048","77.3586704388286","79.3565750324206","80.6365731952883","82.5788341789597","84.3728196448586","86.3148513235712","88.2914291188048",
"Dominican Republic","243","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.2406015037594","4.41237113402062",,"4.77842003853565",,"4.23758865248227",,,,,,,,,,,,,,,"25.7","25.7287","25.5689","23.861","22.7664","21.3499","21.8995","21.1182","23.4504","23.7625","25.4242","26.8072","33.2264","41.0928","30.1748","60.6908","55.4519","55.8034","59.9867","53.2947","57.7077","51.9131","43.7404","40.0868","34.6313","31.4281","28.2098","13.2541779155983","12.6999178023377","15.2679733687236","15.8546243913993","15.5810538013766","16.5363968065005","34.1077261238625","22.500052190899","21.2896871000883","19.424005159686","17.5189032300445","19.6033863774288","22.7292357769997","23.753158471303","25.7495247618156","30.4635831839846","34.6043450700678","34.9896187290981","33.2619312925675","34.6420993691864","36.2320217259448","37.1288455245476","38.0943282062465","39.0168957030747",
"Eastern Caribbean Currency Union","309","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36.9903404479242","37.5123501758849","35.4432615319078","37.370226145254","38.2620413158094","39.1441467313557","37.5777799596155","38.3301467463905","43.4676102492024","52.3241254760589","57.8508382813784","65.3499395057322","74.3968143506554","75.507031966902","77.6444607201949","71.4638398071818","68.5294514962323","74.3307380752808","72.8215065878223","83.3712918386035","84.9338796809629","85.897067186235","86.1181570146031","85.3209349379651","82.7710680798872","82.3449150460145","80.5176489579995","77.8914961833117","75.9542416149151","73.9628376031831","72.1564636084285",
"Ecuador","248","Debt to GDP Ratio","GGXWDG_GDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.68888888888889","7.85","9.38","7.33076923076923","5.66666666666667","4.26521739130435","6.22333333333333","5.9","13.2416666666667","10.3532258064516","10.3564516129032","9.55555555555556","9.84615384615385","9.01123595505618","7.44301075268817","7.803","6.23818181818182","9.55818181818182","8.9175","9.91916666666667",,"14.1985714285714","16.218","16.064375","15.7988888888889","18.9389473684211","19.9980952380952","21.9778260869565","21.0212","24.6322222222222","28.6466666666667","661.239864061676","20.9004","23.2697","19.0233","14.6236","15.0747","15.0045","18.979","29.7007","28.1703","23.9563","29.3784","27.166","53.0112","56.606","53.7803","78.0863","88.7099","99.8498","100.589","100.815","90.9014","81.9013","92.7288","78.9652","61.4565","60.3758","56.6659","61.427","93.8145","82.6136","62.3015508871797","52.520849748038","44.8709406349283","39.7562737261367","35.0218031768552","28.8286965072872","27.1969754565662","22.2368394923727","17.7186640616205","19.6761095098384","19.4304204898304","21.6838545580016","25.9878824227279","31.2996746183851","37.3864279092643","40.4459485710333","41.1984243883368","41.2394467924832","40.4838951301867","39.6263432784986",
